Folder,File,Created,Modified
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,129.wav,2023-07-17 03:30:54.724375,2023-07-17 03:30:54.730382
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,130.wav,2023-07-17 03:33:11.051762,2023-07-17 03:33:11.059793
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,131.wav,2023-07-17 03:34:00.656470,2023-07-17 03:34:00.660470
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,132.wav,2023-07-17 03:36:46.364036,2023-07-17 03:36:46.371888
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,133.wav,2023-07-17 03:39:30.065108,2023-07-17 03:39:30.070067
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,134.wav,2023-07-17 03:41:47.569968,2023-07-17 03:41:47.574936
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,135.wav,2023-07-17 03:44:34.068761,2023-07-17 03:44:34.074203
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,136.wav,2023-07-17 03:47:32.784030,2023-07-17 03:47:32.789433
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,137.wav,2023-07-17 03:49:49.215228,2023-07-17 03:49:49.219235
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,138.wav,2023-07-17 03:51:54.718300,2023-07-17 03:51:54.722344
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,139.wav,2023-07-17 03:54:07.156430,2023-07-17 03:54:07.160778
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,140.wav,2023-07-17 03:55:03.533362,2023-07-17 03:55:03.538364
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,141.wav,2023-07-17 03:56:09.993673,2023-07-17 03:56:09.998073
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,142.wav,2023-07-17 03:57:07.252699,2023-07-17 03:57:07.256333
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,143.wav,2023-07-17 04:00:17.442267,2023-07-17 04:00:17.448259
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,144.wav,2023-07-17 04:00:46.706731,2023-07-17 04:00:46.708700
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,145.wav,2023-07-17 04:03:45.819603,2023-07-17 04:03:45.824420
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,146.wav,2023-07-17 04:06:14.583198,2023-07-17 04:06:14.590168
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,147.wav,2023-07-17 04:09:08.258558,2023-07-17 04:09:08.266526
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,148.wav,2023-07-17 04:09:40.036922,2023-07-17 04:09:40.039929
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,149.wav,2023-07-17 04:10:44.699060,2023-07-17 04:10:44.703060
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,150.wav,2023-07-17 04:12:53.050244,2023-07-17 04:12:53.055245
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,151.wav,2023-07-17 04:14:57.874767,2023-07-17 04:14:57.879079
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,152.wav,2023-07-17 04:15:54.379864,2023-07-17 04:15:54.384096
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,153.wav,2023-07-17 04:16:50.131195,2023-07-17 04:16:50.135194
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,154.wav,2023-07-17 04:17:33.658161,2023-07-17 04:17:33.662163
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,155.wav,2023-07-17 04:19:37.814536,2023-07-17 04:19:37.819541
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,156.wav,2023-07-17 04:20:31.358196,2023-07-17 04:20:31.362401
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,157.wav,2023-07-17 04:23:15.931449,2023-07-17 04:23:15.936482
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,158.wav,2023-07-17 04:23:53.015782,2023-07-17 04:23:53.018774
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,159.wav,2023-07-17 04:26:13.155807,2023-07-17 04:26:13.160807
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,160.wav,2023-07-17 04:27:00.093645,2023-07-17 04:27:00.097466
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,161.wav,2023-07-17 04:29:04.990547,2023-07-17 04:29:04.995548
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,162.wav,2023-07-17 04:31:28.255689,2023-07-17 04:31:28.260649
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,163.wav,2023-07-17 04:32:18.560306,2023-07-17 04:32:18.564732
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,164.wav,2023-07-17 04:33:07.713335,2023-07-17 04:33:07.717340
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,165.wav,2023-07-17 04:35:14.869503,2023-07-17 04:35:14.874474
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,166.wav,2023-07-17 04:36:11.375984,2023-07-17 04:36:11.380050
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,167.wav,2023-07-17 04:36:59.673329,2023-07-17 04:36:59.678325
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,168.wav,2023-07-17 04:38:59.920846,2023-07-17 04:38:59.925844
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,169.wav,2023-07-17 04:40:08.925736,2023-07-17 04:40:08.933737
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,170.wav,2023-07-17 04:41:10.161523,2023-07-17 04:41:10.166529
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,171.wav,2023-07-17 04:41:49.749510,2023-07-17 04:41:49.753341
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 06_ Chapter 06\stephenfry,combined.wav,2023-07-17 04:41:49.802339,2023-07-17 04:41:50.364423
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,0.wav,2023-07-17 04:43:05.763603,2023-07-17 04:43:05.767617
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,1.wav,2023-07-17 04:45:15.985991,2023-07-17 04:45:15.990989
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,2.wav,2023-07-17 04:46:09.405800,2023-07-17 04:46:09.409800
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,3.wav,2023-07-17 04:48:23.632344,2023-07-17 04:48:23.636344
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,4.wav,2023-07-17 04:49:20.215711,2023-07-17 04:49:20.219877
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,5.wav,2023-07-17 04:50:12.561816,2023-07-17 04:50:12.568816
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,6.wav,2023-07-17 04:50:54.051500,2023-07-17 04:50:54.055500
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,7.wav,2023-07-17 04:51:48.464605,2023-07-17 04:51:48.468604
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,8.wav,2023-07-17 04:53:42.850106,2023-07-17 04:53:42.856107
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,9.wav,2023-07-17 04:54:40.485036,2023-07-17 04:54:40.490035
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,10.wav,2023-07-17 04:55:39.805890,2023-07-17 04:55:39.809890
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,11.wav,2023-07-17 04:57:45.150079,2023-07-17 04:57:45.155116
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,12.wav,2023-07-17 04:59:45.920862,2023-07-17 04:59:45.925862
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,13.wav,2023-07-17 05:00:46.974975,2023-07-17 05:00:46.978975
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,14.wav,2023-07-17 05:02:51.560211,2023-07-17 05:02:51.564211
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,15.wav,2023-07-17 05:03:53.296972,2023-07-17 05:03:53.300971
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,16.wav,2023-07-17 05:04:45.659264,2023-07-17 05:04:45.664263
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,17.wav,2023-07-17 05:06:50.855251,2023-07-17 05:06:50.861250
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,18.wav,2023-07-17 05:07:36.869938,2023-07-17 05:07:36.873928
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,19.wav,2023-07-17 05:09:41.864614,2023-07-17 05:09:41.872784
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,20.wav,2023-07-17 05:12:59.392529,2023-07-17 05:12:59.397924
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,21.wav,2023-07-17 05:13:58.104720,2023-07-17 05:13:58.109720
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,22.wav,2023-07-17 05:16:36.003601,2023-07-17 05:16:36.009601
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,23.wav,2023-07-17 05:17:34.031031,2023-07-17 05:17:34.037030
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,24.wav,2023-07-17 05:19:30.329116,2023-07-17 05:19:30.334116
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,25.wav,2023-07-17 05:22:29.604479,2023-07-17 05:22:29.609478
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,26.wav,2023-07-17 05:24:34.623244,2023-07-17 05:24:34.629245
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,27.wav,2023-07-17 05:27:32.108478,2023-07-17 05:27:32.114479
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,28.wav,2023-07-17 05:30:33.664148,2023-07-17 05:30:33.670146
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,29.wav,2023-07-17 05:32:43.885401,2023-07-17 05:32:43.890404
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,30.wav,2023-07-17 05:34:48.833079,2023-07-17 05:34:48.838076
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,31.wav,2023-07-17 05:35:37.048567,2023-07-17 05:35:37.052567
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,32.wav,2023-07-17 05:38:38.714441,2023-07-17 05:38:38.720439
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,33.wav,2023-07-17 05:41:12.161742,2023-07-17 05:41:12.169753
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,34.wav,2023-07-17 05:44:16.099927,2023-07-17 05:44:16.104959
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,35.wav,2023-07-17 05:47:30.334034,2023-07-17 05:47:30.340033
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,36.wav,2023-07-17 05:50:56.329908,2023-07-17 05:50:56.334916
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,37.wav,2023-07-17 05:54:03.272459,2023-07-17 05:54:03.277458
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,38.wav,2023-07-17 05:56:03.807020,2023-07-17 05:56:03.812020
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,39.wav,2023-07-17 05:58:38.793784,2023-07-17 05:58:38.798751
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,40.wav,2023-07-17 05:59:31.920162,2023-07-17 05:59:31.924136
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,41.wav,2023-07-17 06:00:28.433779,2023-07-17 06:00:28.437777
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,42.wav,2023-07-17 06:03:31.778180,2023-07-17 06:03:31.784179
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,43.wav,2023-07-17 06:04:12.940757,2023-07-17 06:04:12.943756
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,44.wav,2023-07-17 06:07:08.822616,2023-07-17 06:07:08.828615
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,45.wav,2023-07-17 06:10:11.703639,2023-07-17 06:10:11.708640
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,46.wav,2023-07-17 06:11:10.535014,2023-07-17 06:11:10.540013
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,47.wav,2023-07-17 06:11:32.320583,2023-07-17 06:11:32.322551
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,48.wav,2023-07-17 06:13:35.600793,2023-07-17 06:13:35.608138
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,49.wav,2023-07-17 06:14:36.660604,2023-07-17 06:14:36.664414
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,50.wav,2023-07-17 06:15:37.066244,2023-07-17 06:15:37.071699
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,51.wav,2023-07-17 06:16:40.138875,2023-07-17 06:16:40.143875
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,52.wav,2023-07-17 06:17:28.627555,2023-07-17 06:17:28.630879
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,53.wav,2023-07-17 06:19:33.264857,2023-07-17 06:19:33.269824
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,54.wav,2023-07-17 06:20:06.651299,2023-07-17 06:20:06.654361
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,55.wav,2023-07-17 06:23:21.837993,2023-07-17 06:23:21.842432
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,56.wav,2023-07-17 06:25:19.419954,2023-07-17 06:25:19.424957
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,57.wav,2023-07-17 06:28:29.187405,2023-07-17 06:28:29.192611
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,58.wav,2023-07-17 06:29:26.828765,2023-07-17 06:29:26.832767
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,59.wav,2023-07-17 06:32:36.860856,2023-07-17 06:32:36.866856
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,60.wav,2023-07-17 06:33:34.668952,2023-07-17 06:33:34.672988
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,61.wav,2023-07-17 06:36:33.519222,2023-07-17 06:36:33.525245
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,62.wav,2023-07-17 06:37:33.288843,2023-07-17 06:37:33.292842
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,63.wav,2023-07-17 06:38:31.485510,2023-07-17 06:38:31.491482
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,64.wav,2023-07-17 06:40:41.627269,2023-07-17 06:40:41.631231
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,65.wav,2023-07-17 06:41:21.955553,2023-07-17 06:41:21.959553
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,66.wav,2023-07-17 06:42:02.809844,2023-07-17 06:42:02.813213
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,67.wav,2023-07-17 06:45:06.974435,2023-07-17 06:45:06.986454
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,68.wav,2023-07-17 06:46:07.257631,2023-07-17 06:46:07.261630
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,69.wav,2023-07-17 06:47:07.184243,2023-07-17 06:47:07.191501
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,70.wav,2023-07-17 06:48:04.070601,2023-07-17 06:48:04.075631
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,71.wav,2023-07-17 06:48:48.773216,2023-07-17 06:48:48.777516
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,72.wav,2023-07-17 06:49:38.843156,2023-07-17 06:49:38.848156
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,73.wav,2023-07-17 06:52:33.893976,2023-07-17 06:52:33.898503
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,74.wav,2023-07-17 06:53:27.903234,2023-07-17 06:53:27.909548
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,75.wav,2023-07-17 06:55:43.842808,2023-07-17 06:55:43.847215
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,76.wav,2023-07-17 06:56:28.075889,2023-07-17 06:56:28.079890
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,77.wav,2023-07-17 06:58:47.239459,2023-07-17 06:58:47.243428
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,78.wav,2023-07-17 06:59:34.710062,2023-07-17 06:59:34.714061
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,79.wav,2023-07-17 07:00:25.983150,2023-07-17 07:00:25.987145
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,80.wav,2023-07-17 07:02:24.862608,2023-07-17 07:02:24.868578
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,81.wav,2023-07-17 07:05:21.360626,2023-07-17 07:05:21.366624
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,82.wav,2023-07-17 07:07:58.277641,2023-07-17 07:07:58.281616
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,83.wav,2023-07-17 07:08:57.947037,2023-07-17 07:08:57.952038
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,84.wav,2023-07-17 07:10:01.494853,2023-07-17 07:10:01.499112
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,85.wav,2023-07-17 07:13:01.403865,2023-07-17 07:13:01.409617
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,86.wav,2023-07-17 07:13:38.708605,2023-07-17 07:13:38.711910
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,87.wav,2023-07-17 07:14:34.503107,2023-07-17 07:14:34.507077
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,88.wav,2023-07-17 07:16:49.064298,2023-07-17 07:16:49.073120
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,89.wav,2023-07-17 07:19:16.259114,2023-07-17 07:19:16.264108
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,90.wav,2023-07-17 07:21:23.805836,2023-07-17 07:21:23.811339
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,91.wav,2023-07-17 07:22:23.602526,2023-07-17 07:22:23.608523
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,92.wav,2023-07-17 07:24:20.291601,2023-07-17 07:24:20.296600
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,93.wav,2023-07-17 07:25:19.582944,2023-07-17 07:25:19.585944
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,94.wav,2023-07-17 07:25:57.853250,2023-07-17 07:25:57.855251
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,95.wav,2023-07-17 07:28:20.286719,2023-07-17 07:28:20.291720
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,96.wav,2023-07-17 07:29:40.898097,2023-07-17 07:29:40.902101
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,97.wav,2023-07-17 07:30:45.280287,2023-07-17 07:30:45.284287
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,98.wav,2023-07-17 07:32:03.455117,2023-07-17 07:32:03.460117
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,99.wav,2023-07-17 07:33:29.983024,2023-07-17 07:33:29.987026
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,100.wav,2023-07-17 07:34:29.049443,2023-07-17 07:34:29.053442
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,101.wav,2023-07-17 07:36:52.846664,2023-07-17 07:36:52.852663
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,102.wav,2023-07-17 07:37:27.656051,2023-07-17 07:37:27.659052
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,103.wav,2023-07-17 07:38:38.404674,2023-07-17 07:38:38.407668
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,104.wav,2023-07-17 07:41:01.685974,2023-07-17 07:41:01.689973
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,105.wav,2023-07-17 07:43:18.999048,2023-07-17 07:43:19.004049
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,106.wav,2023-07-17 07:45:52.546154,2023-07-17 07:45:52.552153
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,107.wav,2023-07-17 07:48:27.015049,2023-07-17 07:48:27.038043
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,108.wav,2023-07-17 07:49:46.952272,2023-07-17 07:49:46.957241
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,109.wav,2023-07-17 07:53:40.870586,2023-07-17 07:53:40.875587
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,110.wav,2023-07-17 07:55:07.276426,2023-07-17 07:55:07.280422
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,111.wav,2023-07-17 07:56:31.375340,2023-07-17 07:56:31.379309
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,112.wav,2023-07-17 07:57:39.457885,2023-07-17 07:57:39.462881
D:\Github\Text-to-MP4\Output\Chilord - Wind Shear____Chapter 07_ Chapter 07\stephenfry,113.wav,2023-07-17 08:00:04.082296,2023-07-17 08:00:04.087296
